,accuracy_score,sensitivity_score,specificity_score
0,0.5913333333333334,0.5689525244913338,0.5976888508452814
1,0.6025,0.5478522984174831,0.618018403595121
2,0.6243333333333333,0.5003767897513187,0.6595334902632142
3,0.6166666666666667,0.5380557648831952,0.6389899422212711
4,0.5985,0.5478522984174831,0.6128825165846351
5,0.628,0.5380557648831952,0.6535416220843141
6,0.6105,0.5455915599095704,0.6289321634924032
7,0.6163333333333333,0.5501130369253956,0.6351380269634068
8,0.621,0.4905802562170309,0.6580355232184892
9,0.6573333333333333,0.5048982667671439,0.7006205863471003
10,0.6218333333333333,0.5440844009042954,0.6439118339396533
11,0.6113333333333333,0.5764883195177091,0.6212283329766745
12,0.612,0.5357950263752826,0.6336400599186818
13,0.6501666666666667,0.48681235870384326,0.6965546757971325
14,0.6398333333333334,0.519216277317257,0.6740851701262572
15,0.5968333333333333,0.5516201959306707,0.6096725872030815
16,0.5985,0.5501130369253956,0.6122405307083244
17,0.6526666666666666,0.5071590052750565,0.6939867322918896
18,0.611,0.5553880934438583,0.6267922105713675
19,0.6325,0.5365486058779201,0.6597474855553178
20,0.593,0.5636774679728711,0.6013267708110421
21,0.6465,0.5373021853805576,0.6775090947999144
22,0.65,0.47098718914845517,0.700834581639204
23,0.6091666666666666,0.5651846269781462,0.6216563235608816
24,0.6108333333333333,0.5599095704596835,0.6252942435266424
25,0.6101666666666666,0.5614167294649586,0.624010271774021
26,0.6358333333333334,0.53353428786737,0.6648833725658035
27,0.6591666666666667,0.5018839487565938,0.703830515728654
28,0.6383333333333333,0.5131876412961568,0.6738711748341536
29,0.6111666666666666,0.546345139412208,0.6295741493687139
