,accuracy_score,sensitivity_score,specificity_score
0,0.40016666666666667,0.6872645064054258,0.3186389899422213
1,0.4068333333333333,0.7098718914845517,0.32077894286325703
2,0.403,0.6978146194423511,0.319280975818532
3,0.41283333333333333,0.7219291635267521,0.3250588487053285
4,0.406,0.7068575734740015,0.32056494757115345
5,0.4021666666666667,0.707611152976639,0.31542906056066766
6,0.4038333333333333,0.6970610399397137,0.32056494757115345
7,0.408,0.7174076865109269,0.3201369569869463
8,0.39966666666666667,0.694800301431801,0.31585705114487483
9,0.4055,0.7091183119819141,0.319280975818532
10,0.4115,0.7226827430293896,0.3231328910763963
11,0.4045,0.7008289374529013,0.32035095227904986
12,0.4005,0.6970610399397137,0.31628504172908195
13,0.4018333333333333,0.7098718914845517,0.3143590841001498
14,0.4073333333333333,0.7136397889977393,0.32035095227904986
15,0.4048333333333333,0.7159005275056518,0.31649903702118554
16,0.3918333333333333,0.6865109269027883,0.3081532206291462
17,0.416,0.7302185380557649,0.32677081104215705
18,0.401,0.7000753579502638,0.31607104643697836
19,0.4015,0.7038432554634514,0.31564305585277125
20,0.39616666666666667,0.7015825169555389,0.3094371923817676
21,0.4036666666666667,0.7000753579502638,0.3194949711106356
22,0.4013333333333333,0.7030896759608138,0.31564305585277125
23,0.4046666666666667,0.6970610399397137,0.3216349240316713
24,0.39616666666666667,0.6940467219291635,0.31157714530280334
25,0.4098333333333333,0.7106254709871892,0.32441686282901777
26,0.4038333333333333,0.706103993971364,0.3179970040659105
27,0.4075,0.7287113790504898,0.31628504172908195
28,0.41433333333333333,0.707611152976639,0.33105071688422855
29,0.3985,0.694800301431801,0.3143590841001498
