,accuracy_score,sensitivity_score,specificity_score
0,0.7603333333333333,0.36096458176337604,0.8737427776588915
1,0.75,0.3474001507159005,0.8643269848063343
2,0.7561666666666667,0.34890730972117556,0.8718168200299593
3,0.7465,0.3308214016578749,0.8645409800984378
4,0.7553333333333333,0.35644310474755087,0.8686068906484057
5,0.7521666666666667,0.3579502637528259,0.8641129895142307
6,0.7551666666666667,0.3677467972871138,0.8651829659747485
7,0.7513333333333333,0.34287867370007535,0.8673229188957843
8,0.7488333333333334,0.34287867370007535,0.8641129895142307
9,0.7571666666666667,0.346646571213263,0.8737427776588915
10,0.7495,0.35644310474755087,0.8611170554247807
11,0.7603333333333333,0.3624717407686511,0.8733147870746844
12,0.7605,0.3677467972871138,0.872030815322063
13,0.7543333333333333,0.35342878673700073,0.8681789000641986
14,0.7515,0.35870384325546345,0.8630430130537128
15,0.7493333333333333,0.33760361718161264,0.8662529424352664
16,0.7463333333333333,0.3519216277317257,0.8583351166274342
17,0.7573333333333333,0.35870384325546345,0.8705328482773379
18,0.7621666666666667,0.3632253202712886,0.8754547399957201
19,0.7563333333333333,0.3474001507159005,0.87245880590627
20,0.7626666666666667,0.33534287867370005,0.8840145516798631
21,0.7618333333333334,0.3654860587792012,0.8743847635352022
22,0.746,0.3700075357950264,0.8527712390327413
23,0.7476666666666667,0.3278070836473248,0.8668949283115771
24,0.7566666666666667,0.38809344385832706,0.8613310507168842
25,0.7538333333333334,0.373775433308214,0.8617590413010914
26,0.7505,0.3458929917106255,0.8653969612668522
27,0.7591666666666667,0.3571966842501884,0.8733147870746844
28,0.7608333333333334,0.3775433308214017,0.8696768671089236
29,0.7586666666666667,0.35644310474755087,0.8728867964904772
