,accuracy_score,sensitivity_score,specificity_score
0,0.49016666666666664,0.6812358703843255,0.43590841001497965
1,0.5028333333333334,0.6940467219291635,0.4485341322490905
2,0.5095,0.6608892238131123,0.4665097367857907
3,0.5131666666666667,0.680482290881688,0.46565375561737643
4,0.5103333333333333,0.6812358703843255,0.4618018403595121
5,0.5058333333333334,0.6865109269027883,0.4545260004279906
6,0.5035,0.6684250188394876,0.4566659533490263
7,0.5165,0.6872645064054258,0.4680077038305157
8,0.49966666666666665,0.6631499623210249,0.45324202867536917
9,0.5143333333333333,0.694800301431801,0.4630858121121335
10,0.5176666666666667,0.7000753579502638,0.46586775090948
11,0.5063333333333333,0.6887716654107008,0.4545260004279906
12,0.49633333333333335,0.6850037678975132,0.442756259362294
13,0.5015,0.7030896759608138,0.44425422640701906
14,0.5131666666666667,0.6902788244159759,0.46287181682003
15,0.5088333333333334,0.6691785983421251,0.4632998074042371
16,0.489,0.6691785983421251,0.4378343676439118
17,0.5291666666666667,0.7000753579502638,0.48063342606462656
18,0.49866666666666665,0.6865109269027883,0.44532420286753693
19,0.515,0.6910324039186134,0.4650117697410657
20,0.49416666666666664,0.6902788244159759,0.4384763535202226
21,0.5021666666666667,0.7038432554634514,0.44489621228332976
22,0.5068333333333334,0.680482290881688,0.4575219345174406
23,0.49983333333333335,0.6699321778447627,0.45153006633854054
24,0.5091666666666667,0.7030896759608138,0.45409800984378346
25,0.49666666666666665,0.7159005275056518,0.43441044297025466
26,0.5075,0.693293142426526,0.45473999572009416
27,0.5143333333333333,0.6955538809344386,0.46287181682003
28,0.5063333333333333,0.707611152976639,0.44917611812540126
29,0.49733333333333335,0.7000753579502638,0.439760325272844
