,accuracy_score,sensitivity_score,specificity_score
0,0.681,0.25395629238884704,0.8022683500962979
1,0.6755,0.3082140165787491,0.7797988444254227
2,0.6863333333333334,0.2532027128862095,0.8093301947357158
3,0.6768333333333333,0.24340617935192163,0.7999144018831585
4,0.6825,0.2765636774679729,0.7977744489621228
5,0.6735,0.3036925395629239,0.7785148726728012
6,0.682,0.22456669178598343,0.8118981382409587
7,0.6728333333333333,0.23134890730972119,0.79820243954633
8,0.6808333333333333,0.25169555388093445,0.802696340680505
9,0.6808333333333333,0.23587038432554636,0.8071902418146801
10,0.6876666666666666,0.2750565184626978,0.8048362936015407
11,0.6811666666666667,0.25018839487565936,0.8035523218489193
12,0.6898333333333333,0.25169555388093445,0.814252086454098
13,0.6703333333333333,0.28409947249434814,0.7800128397175262
14,0.659,0.26978146194423513,0.7695270704044511
15,0.6725,0.2479276563677468,0.7930665525358442
16,0.6636666666666666,0.23963828183873398,0.7840787502674941
17,0.6836666666666666,0.2614920874152223,0.8035523218489193
18,0.6811666666666667,0.2132629992464205,0.8140380911619944
19,0.6875,0.25998492840994725,0.8089022041515087
20,0.6881666666666667,0.22682743029389602,0.8191739781724802
21,0.6775,0.25470987189148453,0.7975604536700193
22,0.6811666666666667,0.24868123587038432,0.8039803124331265
23,0.6611666666666667,0.2750565184626978,0.7708110421570725
24,0.6831666666666667,0.2449133383571967,0.8076182323988872
25,0.683,0.25998492840994725,0.8031243312647122
26,0.6913333333333334,0.25244913338357194,0.8159640487909267
27,0.6695,0.2931424265259985,0.7763749197517654
28,0.675,0.2946495855312736,0.7830087738069762
29,0.6835,0.24943481537302187,0.806762251230473
