,accuracy_score,sensitivity_score,specificity_score
0,0.7735,0.5267520723436323,0.8435694414722876
1,0.7705,0.5259984928409948,0.8399315215065268
2,0.772,0.5373021853805576,0.8386475497539054
3,0.76,0.5086661642803316,0.831371709822384
4,0.7661666666666667,0.5116804822908817,0.8384335544618018
5,0.7643333333333333,0.5290128108515448,0.8311577145302803
6,0.772,0.53353428786737,0.8397175262144233
7,0.7731666666666667,0.5418236623963828,0.838861545046009
8,0.7615,0.5056518462697814,0.8341536486197304
9,0.7741666666666667,0.5410700828937453,0.840359512090734
10,0.767,0.5282592313489073,0.8347956344960411
11,0.772,0.5305199698568199,0.8405735073828375
12,0.777,0.5478522984174831,0.8420714744275626
13,0.7701666666666667,0.5214770158251696,0.8407875026749412
14,0.7681666666666667,0.5373021853805576,0.8337256580355232
15,0.7645,0.5199698568198945,0.8339396533276268
16,0.7645,0.5275056518462697,0.831799700406591
17,0.7675,0.5199698568198945,0.8377915685854911
18,0.7778333333333334,0.5373021853805576,0.8461373849775305
19,0.7716666666666666,0.5275056518462697,0.8410014979670447
20,0.5188333333333334,0.6744536548605878,0.47464155788572654
21,0.7813333333333333,0.5629238884702336,0.843355446180184
22,0.7583333333333333,0.5342878673700076,0.8219559169698266
23,0.7646666666666667,0.5079125847776941,0.8375775732933876
24,0.7661666666666667,0.549359457422758,0.8277337898566232
25,0.7683333333333333,0.5388093443858327,0.8335116627434196
26,0.7641666666666667,0.5275056518462697,0.831371709822384
27,0.7755,0.5395629238884703,0.8424994650117698
28,0.7761666666666667,0.5568952524491334,0.8384335544618018
29,0.7746666666666666,0.5403165033911078,0.8412154932591484
