,accuracy_score,sensitivity_score,specificity_score
0,0.818,0.31122833458929916,0.9619088380055639
1,0.8131666666666667,0.2878673700075358,0.962336828589771
2,0.813,0.29766390354182365,0.959340894500321
3,0.8131666666666667,0.29766390354182365,0.9595548897924245
4,0.8125,0.30746043707611154,0.9559169698266639
5,0.8126666666666666,0.2901281085154484,0.9610528568371496
6,0.8135,0.2931424265259985,0.9612668521292531
7,0.8176666666666667,0.3036925395629239,0.9636208003423925
8,0.8093333333333333,0.28937452901281085,0.9569869462871817
9,0.812,0.2961567445365486,0.9584849133319067
10,0.813,0.30143180105501133,0.9582709180398031
11,0.8146666666666667,0.2984174830444612,0.9612668521292531
12,0.813,0.29766390354182365,0.959340894500321
13,0.8086666666666666,0.28183873398643555,0.9582709180398031
14,0.8156666666666667,0.30143180105501133,0.9616948427134603
15,0.8143333333333334,0.30519969856819895,0.9589129039161138
16,0.8126666666666666,0.2946495855312736,0.9597688850845282
17,0.817,0.3097211755840241,0.9610528568371496
18,0.8103333333333333,0.293896006028636,0.9569869462871817
19,0.8161666666666667,0.3089675960813866,0.9601968756687352
20,0.8163333333333334,0.3180105501130369,0.957842927455596
21,0.8173333333333334,0.29691032403918616,0.9651187673871174
22,0.8028333333333333,0.2750565184626978,0.9527070404451102
23,0.8135,0.28560663149962323,0.9634068050502889
24,0.8128333333333333,0.3119819140919367,0.9550609886582495
25,0.8145,0.3082140165787491,0.9582709180398031
26,0.8101666666666667,0.29540316503391106,0.9563449604108709
27,0.8131666666666667,0.28711379050489827,0.9625508238818746
28,0.8153333333333334,0.30293896006028637,0.960838861545046
29,0.8128333333333333,0.2908816880180859,0.9610528568371496
