,accuracy_score,sensitivity_score,specificity_score
0,0.7923333333333333,0.3398643556895252,0.9208217419216778
1,0.7941666666666667,0.3443858327053504,0.9218917183821956
2,0.7861666666666667,0.33458929917106256,0.9144018831585705
3,0.7873333333333333,0.3315749811605124,0.9167558313717098
4,0.7938333333333333,0.3436322532027129,0.921677723090092
5,0.7925,0.3421250941974378,0.9203937513374706
6,0.7943333333333333,0.34815373021853807,0.9210357372137813
7,0.793,0.3413715146948003,0.9212497325058848
8,0.7858333333333334,0.3383571966842502,0.9129039161138455
9,0.7925,0.36473247927656366,0.9139738925743633
10,0.7916666666666666,0.36397889977392617,0.9131179114059491
11,0.7903333333333333,0.34815373021853807,0.9158998502032956
12,0.7901666666666667,0.35342878673700073,0.914187887866467
13,0.7871666666666667,0.3278070836473248,0.9176118125401241
14,0.7923333333333333,0.36397889977392617,0.9139738925743633
15,0.7925,0.3458929917106255,0.9193237748769527
16,0.7895,0.346646571213263,0.9152578643269849
17,0.7891666666666667,0.34061793519216277,0.9165418360796063
18,0.7905,0.36096458176337604,0.9124759255296383
19,0.7948333333333333,0.3458929917106255,0.9223197089664027
20,0.797,0.3458929917106255,0.9251016477637491
21,0.8005,0.37829691032403917,0.9203937513374706
22,0.7861666666666667,0.33911077618688773,0.9131179114059491
23,0.7895,0.31951770911831195,0.9229616948427135
24,0.7891666666666667,0.3579502637528259,0.9116199443612241
25,0.7906666666666666,0.33232856066315,0.9208217419216778
26,0.7873333333333333,0.33458929917106256,0.9158998502032956
27,0.7955,0.35644310474755087,0.920179756045367
28,0.7945,0.35116804822908815,0.9203937513374706
29,0.795,0.3579502637528259,0.9191097795848492
